mode,model_key,condition,answer_request_id,sample_id,domain,difficulty,atom_count,over_budget,under_budget,total_budget,sample_any_opb,sample_any_upb,sample_any_error,sample_exact,severe_two_step,scs_rho_0_25,scs_rho_0_5,scs_rho_0_75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b35290110162bf69,crk2_v2_raw_b35290110162bf69,health_seed,level_2,22,2,4,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b404fc418eda1484,crk2_v2_raw_b404fc418eda1484,health_seed,level_2,31,5,0,5,1,0,1,0,0,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b486f2304a5328c1,crk2_v2_raw_b486f2304a5328c1,health_seed,level_3,21,5,3,8,1,1,1,0,1,1.52587890625e-05,0.00390625,0.1001129150390625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b4dbc3e943424cc6,crk2_v2_raw_b4dbc3e943424cc6,health_seed,level_2,14,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b4ea14fd448112fc,crk2_v2_raw_b4ea14fd448112fc,health_seed,level_3,11,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b66fe65e72a82576,crk2_v2_raw_b66fe65e72a82576,health_seed,level_1,12,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b705421e09aaa900,crk2_v2_raw_b705421e09aaa900,health_seed,level_2,15,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b731e3b37f4c14f7,crk2_v2_raw_b731e3b37f4c14f7,health_seed,level_2,9,8,0,8,1,0,1,0,1,1.52587890625e-05,0.00390625,0.1001129150390625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b761ab44865e7b6e,crk2_v2_raw_b761ab44865e7b6e,health_seed,level_1,9,3,0,3,1,0,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b7b91e229cef0d97,crk2_v2_raw_b7b91e229cef0d97,health_seed,level_3,21,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b8b94c63eb793ef3,crk2_v2_raw_b8b94c63eb793ef3,health_seed,level_2,14,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_b9eb2fb6d15d1616,crk2_v2_raw_b9eb2fb6d15d1616,health_seed,level_2,11,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_ba19b4420d1b55bf,crk2_v2_raw_ba19b4420d1b55bf,health_seed,level_1,10,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_ba485518bf526a45,crk2_v2_raw_ba485518bf526a45,health_seed,level_2,11,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_ba8afb56fdfb2149,crk2_v2_raw_ba8afb56fdfb2149,health_seed,level_3,15,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bae9d10c905ba51a,crk2_v2_raw_bae9d10c905ba51a,health_seed,level_3,16,4,1,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bb18696585333134,crk2_v2_raw_bb18696585333134,health_seed,level_2,24,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bb847900cd8291ed,crk2_v2_raw_bb847900cd8291ed,health_seed,level_1,12,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bc10d70be9ed4094,crk2_v2_raw_bc10d70be9ed4094,health_seed,level_2,20,2,3,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bc1deae508bc6a59,crk2_v2_raw_bc1deae508bc6a59,health_seed,level_3,27,5,0,5,1,0,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bc9418070098b315,crk2_v2_raw_bc9418070098b315,health_seed,level_3,21,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bc9b1cc158f238e9,crk2_v2_raw_bc9b1cc158f238e9,health_seed,level_1,10,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bca987c5eba548ed,crk2_v2_raw_bca987c5eba548ed,health_seed,level_2,13,2,0,2,1,0,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bcb6bf6d6ecfdc04,crk2_v2_raw_bcb6bf6d6ecfdc04,health_seed,level_2,13,3,1,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_be44eb7a29cd2c19,crk2_v2_raw_be44eb7a29cd2c19,health_seed,level_2,10,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_be53250588540ef6,crk2_v2_raw_be53250588540ef6,health_seed,level_3,21,8,0,8,1,0,1,0,1,1.52587890625e-05,0.00390625,0.1001129150390625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_be56eaaea30fb3bf,crk2_v2_raw_be56eaaea30fb3bf,health_seed,level_2,11,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bf3e6031ca409eda,crk2_v2_raw_bf3e6031ca409eda,health_seed,level_1,7,3,3,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_bfdeffb5fc50d94d,crk2_v2_raw_bfdeffb5fc50d94d,health_seed,level_3,30,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c0148eacf998f422,crk2_v2_raw_c0148eacf998f422,health_seed,level_3,15,3,0,3,1,0,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c0d146ba1842770e,crk2_v2_raw_c0d146ba1842770e,health_seed,level_1,7,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c1b0b627afd7fdae,crk2_v2_raw_c1b0b627afd7fdae,health_seed,level_2,20,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c1cd96df6845d636,crk2_v2_raw_c1cd96df6845d636,health_seed,level_3,35,3,0,3,1,0,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c2321b0797b7ec20,crk2_v2_raw_c2321b0797b7ec20,health_seed,level_1,9,3,1,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c25754e7aafeb32a,crk2_v2_raw_c25754e7aafeb32a,health_seed,level_3,48,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c2800f3ae6d6aaff,crk2_v2_raw_c2800f3ae6d6aaff,health_seed,level_2,9,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c2ab6b95d09d5c13,crk2_v2_raw_c2ab6b95d09d5c13,health_seed,level_2,13,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c2d1ca1c8f7e4bc5,crk2_v2_raw_c2d1ca1c8f7e4bc5,health_seed,level_2,14,1,4,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c32d6aa5e676dd9e,crk2_v2_raw_c32d6aa5e676dd9e,health_seed,level_2,24,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c346f1b3134825ee,crk2_v2_raw_c346f1b3134825ee,health_seed,level_2,17,1,2,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c437b1008b6f1530,crk2_v2_raw_c437b1008b6f1530,health_seed,level_1,15,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c456d12e0cbed536,crk2_v2_raw_c456d12e0cbed536,health_seed,level_3,13,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c47787ff872cbc79,crk2_v2_raw_c47787ff872cbc79,health_seed,level_1,7,5,1,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c49265a13ce5a05b,crk2_v2_raw_c49265a13ce5a05b,health_seed,level_3,22,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c49c37a9afd19edf,crk2_v2_raw_c49c37a9afd19edf,health_seed,level_1,9,2,1,3,1,1,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c5084dfbd4e7fa4b,crk2_v2_raw_c5084dfbd4e7fa4b,health_seed,level_2,13,5,1,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c52249c32d92c9e0,crk2_v2_raw_c52249c32d92c9e0,health_seed,level_2,19,3,3,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c557c242f2ef05c9,crk2_v2_raw_c557c242f2ef05c9,health_seed,level_2,19,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c6b1c1d745e0be02,crk2_v2_raw_c6b1c1d745e0be02,health_seed,level_2,14,5,5,10,1,1,1,0,1,9.5367431640625e-07,0.0009765625,0.056313514709472656
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c7240dbdc16c4773,crk2_v2_raw_c7240dbdc16c4773,health_seed,level_3,16,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c750070740450011,crk2_v2_raw_c750070740450011,health_seed,level_3,19,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c7c9c9b4b76f9086,crk2_v2_raw_c7c9c9b4b76f9086,health_seed,level_3,11,2,1,3,1,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c8422b50b5e5e9e1,crk2_v2_raw_c8422b50b5e5e9e1,health_seed,level_2,12,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c84aa9dc4c64297e,crk2_v2_raw_c84aa9dc4c64297e,health_seed,level_2,14,5,0,5,1,0,1,0,0,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c873181272a947f1,crk2_v2_raw_c873181272a947f1,health_seed,level_2,20,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c880e3d61c600cd7,crk2_v2_raw_c880e3d61c600cd7,health_seed,level_1,26,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c8942e4eaf4b02f1,crk2_v2_raw_c8942e4eaf4b02f1,health_seed,level_2,11,0,3,3,0,1,1,0,1,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c8d8ab339949b0b7,crk2_v2_raw_c8d8ab339949b0b7,health_seed,level_2,14,4,0,4,1,0,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c8fdc0e1528af344,crk2_v2_raw_c8fdc0e1528af344,health_seed,level_2,15,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c90ae30dc38f060f,crk2_v2_raw_c90ae30dc38f060f,health_seed,level_1,10,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c92a172f3757b895,crk2_v2_raw_c92a172f3757b895,health_seed,level_1,8,0,4,4,0,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c93e6d01bedc5f37,crk2_v2_raw_c93e6d01bedc5f37,health_seed,level_3,15,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c97a549b685c7468,crk2_v2_raw_c97a549b685c7468,health_seed,level_2,14,3,0,3,1,0,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_c990f1263d5f98ef,crk2_v2_raw_c990f1263d5f98ef,health_seed,level_2,15,3,0,3,1,0,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_ca28d953f24a4d49,crk2_v2_raw_ca28d953f24a4d49,health_seed,level_3,13,1,5,6,1,1,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cb00026e28de5f39,crk2_v2_raw_cb00026e28de5f39,health_seed,level_3,13,5,2,7,1,1,1,0,1,6.103515625e-05,0.0078125,0.13348388671875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cb027ffa82f15d4b,crk2_v2_raw_cb027ffa82f15d4b,health_seed,level_1,10,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cb1fdb0cf8aa2deb,crk2_v2_raw_cb1fdb0cf8aa2deb,health_seed,level_2,11,2,2,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cb2f491cc5b805a7,crk2_v2_raw_cb2f491cc5b805a7,health_seed,level_3,20,2,3,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cc4d5fb32e6d00c4,crk2_v2_raw_cc4d5fb32e6d00c4,health_seed,level_3,17,2,0,2,1,0,1,0,1,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cc57767d0b80a4d7,crk2_v2_raw_cc57767d0b80a4d7,health_seed,level_3,17,4,0,4,1,0,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cc742fd2711fe617,crk2_v2_raw_cc742fd2711fe617,health_seed,level_1,9,1,3,4,1,1,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_ccdc9fb459dec43e,crk2_v2_raw_ccdc9fb459dec43e,health_seed,level_2,19,3,0,3,1,0,1,0,0,0.015625,0.125,0.421875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cd3af2fa72845821,crk2_v2_raw_cd3af2fa72845821,health_seed,level_2,14,4,0,4,1,0,1,0,1,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cda62fe69ba97dfb,crk2_v2_raw_cda62fe69ba97dfb,health_seed,level_2,13,3,1,4,1,1,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cdbfc77939555eac,crk2_v2_raw_cdbfc77939555eac,health_seed,level_1,13,0,1,1,0,1,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_cdd728600460ec26,crk2_v2_raw_cdd728600460ec26,health_seed,level_2,9,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_0041f7115add6dcf,crk2_v2_raw_coding_0041f7115add6dcf,coding,level_1,17,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_008df0588fe2a312,crk2_v2_raw_coding_008df0588fe2a312,coding,level_2,17,1,0,1,1,0,1,0,0,0.25,0.5,0.75
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_00c46ce75f516663,crk2_v2_raw_coding_00c46ce75f516663,coding,level_2,11,4,0,4,1,0,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_00f2c5bc186076a5,crk2_v2_raw_coding_00f2c5bc186076a5,coding,level_3,14,4,1,5,1,1,1,0,1,0.0009765625,0.03125,0.2373046875
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_0198eb320f9965cf,crk2_v2_raw_coding_0198eb320f9965cf,coding,level_1,23,1,1,2,1,1,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_01a942b71b27709f,crk2_v2_raw_coding_01a942b71b27709f,coding,level_2,9,4,0,4,1,0,1,0,0,0.00390625,0.0625,0.31640625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_0412a4d4123e01c1,crk2_v2_raw_coding_0412a4d4123e01c1,coding,level_2,38,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_041fb1f4ff80fea8,crk2_v2_raw_coding_041fb1f4ff80fea8,coding,level_1,9,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_042d28caaa68f702,crk2_v2_raw_coding_042d28caaa68f702,coding,level_2,12,6,0,6,1,0,1,0,1,0.000244140625,0.015625,0.177978515625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_07302cd218f64346,crk2_v2_raw_coding_07302cd218f64346,coding,level_3,15,0,0,0,0,0,0,1,0,1.0,1.0,1.0
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_080b256efc767da7,crk2_v2_raw_coding_080b256efc767da7,coding,level_2,9,2,0,2,1,0,1,0,0,0.0625,0.25,0.5625
nonthinking,ministral3-8b-instruct-2512-bf16-local-vllm,full_memory,answer:ministral3-8b-instruct-2512-bf16-local-vllm:full_memory:crk2_v2_raw_coding_084d1d9c437fabe5,crk2_v2_raw_coding_084d1d9c437fabe5,coding,level_2,20,0,0,0,0,0,0,1,0,1.0,1.0,1.0
