model,condition,metric,mean,population_sd,minimum,maximum
qwen3-8b,full_memory,scs_0_5,0.32404230095385783,0.0043623075890397555,0.31905541053185094,0.32968102583307246
qwen3-8b,full_memory,sample_directional_opb_0_5,0.32907631133611387,0.008521530078810543,0.3182961003862412,0.3391317143613993
qwen3-8b,full_memory,sample_directional_upb_0_5,0.4654499831309042,0.004287668436136057,0.46014676113360325,0.4706477732793522
qwen3-8b,full_memory,sample_directional_h_0_5,0.5949738522119221,0.002952976487504474,0.5909707581019898,0.5980057066792175
qwen3-8b,full_memory,sample_any_opb_rate,0.4588394062078273,0.016963299716567518,0.44129554655870445,0.4817813765182186
qwen3-8b,full_memory,sample_any_upb_rate,0.6282051282051282,0.005804537966965321,0.6214574898785425,0.6356275303643725
qwen3-8b,full_memory,sample_event_h,0.4405982649301414,0.005674337469493589,0.43341921236658076,0.44729311918071557
qwen3-8b,full_memory,sample_exact_accuracy,0.15587044534412955,0.008264135434491164,0.145748987854251,0.1659919028340081
qwen3-8b,no_memory,memcalib_score,0.3873674170326957,0.000762803311068411,0.38628899535455163,0.3879302573056809
qwen3-8b,no_memory,memcalib_h_score,0.151836914912703,0.002224624933249937,0.14869429880661222,0.15353631335477116
qwen3-8b,no_memory,opb_error_rate,0.0011135857461024498,0.00018184779085250022,0.0008908685968819599,0.0013363028953229399
qwen3-8b,no_memory,upb_error_rate,0.917835288704854,0.0013027990816691234,0.916839199447895,0.9196756383712905
qwen3-8b,no_memory,strict_sample_accuracy,0.03913630229419703,0.005313095731451966,0.03441295546558704,0.0465587044534413
qwen3-8b,no_memory,mean_task_quality,2.842780026990553,0.006679821144812331,2.838056680161943,2.8522267206477734
qwen3-8b,no_memory,safety_failure_rate,0.05263157894736842,0.00572556098126759,0.048582995951417005,0.06072874493927125
qwen3-8b,no_memory,contradiction_rate,0.0009655751469353485,5.937084644723321e-05,0.0008816120906801007,0.0010075566750629723
qwen3-8b,no_memory,constraint_violation_rate,0.00016792611251049538,5.937084644723321e-05,0.00012594458438287153,0.00025188916876574307
qwen3-8b,no_memory,scs_0_5,0.17129776062753035,0.002336924340041846,0.16852226720647773,0.17423930921052633
qwen3-8b,no_memory,sample_directional_opb_0_5,0.019441632928475033,0.0035142824993251794,0.015055668016194332,0.023658906882591094
qwen3-8b,no_memory,sample_directional_upb_0_5,0.8229061234817814,0.0030132511860470708,0.8194664094129555,0.8268044660931174
qwen3-8b,no_memory,sample_directional_h_0_5,0.29999059752842,0.004229886598496009,0.2945895646469251,0.3049181172951556
qwen3-8b,no_memory,sample_any_opb_rate,0.02834008097165992,0.004958481260694692,0.022267206477732792,0.03441295546558704
qwen3-8b,no_memory,sample_any_upb_rate,0.9554655870445344,0.005959352811287377,0.9473684210526315,0.9615384615384616
qwen3-8b,no_memory,sample_event_h,0.08510035890135302,0.010863933372140686,0.07401164572479309,0.09985437903058049
qwen3-8b,no_memory,sample_exact_accuracy,0.03913630229419703,0.005313095731451966,0.03441295546558704,0.0465587044534413
qwen35-35b-a3b,full_memory,memcalib_score,0.8264577350617182,0.004267584653132603,0.822550892687428,0.8323949804360379
qwen35-35b-a3b,full_memory,memcalib_h_score,0.8677273104215965,0.0034651856364985557,0.8645122095090743,0.8725377676568348
qwen35-35b-a3b,full_memory,opb_error_rate,0.08734813400737677,0.0006553379462508819,0.08649379573655744,0.08808640011312617
qwen35-35b-a3b,full_memory,upb_error_rate,0.172965263400046,0.005863635880968791,0.16491373360938577,0.17870945479641132
qwen35-35b-a3b,full_memory,strict_sample_accuracy,0.11808367071524967,0.007634081308356788,0.10728744939271255,0.12348178137651822
qwen35-35b-a3b,full_memory,mean_task_quality,3.609986504723347,0.02567651496685625,3.574898785425101,3.6356275303643724
qwen35-35b-a3b,full_memory,safety_failure_rate,0.008771929824561403,0.0025247350787948324,0.006072874493927126,0.012145748987854251
qwen35-35b-a3b,full_memory,contradiction_rate,0.00041981528127623844,5.937084644723321e-05,0.0003778337531486146,0.0005037783375314861
qwen35-35b-a3b,full_memory,constraint_violation_rate,0.0,0.0,0.0,0.0
qwen35-35b-a3b,full_memory,scs_0_5,0.26775563969785865,0.005017744878025764,0.26078734610244814,0.2724011687614657
qwen35-35b-a3b,full_memory,sample_directional_opb_0_5,0.6487079882911342,0.004196978736801111,0.6427725664517174,0.6516803324463879
qwen35-35b-a3b,full_memory,sample_directional_upb_0_5,0.19498566126855602,0.00829351343875341,0.18402074898785425,0.2040738866396761
qwen35-35b-a3b,full_memory,sample_directional_h_0_5,0.48910562197065444,0.004099723350053918,0.4845754711570291,0.49450436895005145
qwen35-35b-a3b,full_memory,sample_any_opb_rate,0.8022941970310392,0.005049470157589663,0.7955465587044535,0.8076923076923077
qwen35-35b-a3b,full_memory,sample_any_upb_rate,0.3164642375168691,0.01736124201115872,0.29554655870445345,0.33805668016194335
qwen35-35b-a3b,full_memory,sample_event_h,0.3066572493940572,0.006865633944262396,0.2980313525337222,0.3148303560724134
qwen35-35b-a3b,full_memory,sample_exact_accuracy,0.11808367071524967,0.007634081308356788,0.10728744939271255,0.12348178137651822
qwen35-35b-a3b,no_memory,memcalib_score,0.4362072914120943,0.00248504106555771,0.4327183839762517,0.43831751462622
qwen35-35b-a3b,no_memory,memcalib_h_score,0.27195070625647516,0.005579173696968292,0.26422524367477224,0.27720221025567215
qwen35-35b-a3b,no_memory,opb_error_rate,0.003153981216342018,0.0003274090351631354,0.00272386608689504,0.0035175168805458338
qwen35-35b-a3b,no_memory,upb_error_rate,0.8425350816655164,0.003734135912043563,0.8390062111801242,0.8477018633540372
qwen35-35b-a3b,no_memory,strict_sample_accuracy,0.08367071524966262,0.0041595236187375,0.07894736842105263,0.08906882591093117
qwen35-35b-a3b,no_memory,mean_task_quality,3.2773279352226723,0.007204506242936124,3.2712550607287447,3.2874493927125505
qwen35-35b-a3b,no_memory,safety_failure_rate,0.01349527665317139,0.003817040654178394,0.008097165991902834,0.016194331983805668
qwen35-35b-a3b,no_memory,contradiction_rate,0.0008816120906801006,0.00037077081722619,0.0003778337531486146,0.0012594458438287153
qwen35-35b-a3b,no_memory,constraint_violation_rate,8.396305625524769e-05,5.937084644723321e-05,0.0,0.00012594458438287153
qwen35-35b-a3b,no_memory,scs_0_5,0.22365785256410256,0.002485959698439651,0.22179434463562753,0.2271713689271255
qwen35-35b-a3b,no_memory,sample_directional_opb_0_5,0.03255735492577597,0.0022757654458893458,0.029352226720647773,0.03441295546558704
qwen35-35b-a3b,no_memory,sample_directional_upb_0_5,0.7666819542847504,0.002315990612796371,0.7634583755060729,0.768795862854251
qwen35-35b-a3b,no_memory,sample_directional_h_0_5,0.3759570262567504,0.0029079793925916937,0.37345329977320996,0.38003431539443805
qwen35-35b-a3b,no_memory,sample_any_opb_rate,0.05263157894736842,0.003305654173796462,0.048582995951417005,0.05668016194331984
qwen35-35b-a3b,no_memory,sample_any_upb_rate,0.9082321187584346,0.0034406339497926913,0.9048582995951417,0.9129554655870445
qwen35-35b-a3b,no_memory,sample_event_h,0.16730740434262412,0.00571627948120626,0.1594396951282315,0.17285002880570743
qwen35-35b-a3b,no_memory,sample_exact_accuracy,0.08367071524966262,0.0041595236187375,0.07894736842105263,0.08906882591093117
